Gemeinden,Anzahl_Fahrzeuge,Postleitzahl,Laengengrad,Breitengrad,Distanz_in_km
VOLXHEIM,8,55546,7.928991,49.818084,486.15
VORBACH,14,95519,11.742902,49.821393,322.01
VORDERWEIDENTHAL,1,76889,7.878793,49.127223,541.62
VORDORF,32,38533,10.522861,52.368373,196.27
VORRA,10,91247,11.493948,49.557506,355.85
VORWERK,9,27412,9.160767,53.186759,294.75
VREES,16,49757,7.774552,52.887605,381.88
WAAKIRCHEN,57,83666,11.674921,47.770794,542.85
WABERN,75,34590,9.349942,51.101172,320.61
WACHAU,42,01454,13.904681,51.160116,155.23
WACHENHEIM,1,67591,8.166655,49.636666,486.85
WACHTBERG,223,53343,7.135098,50.625511,482.12
WACHTENDONK,84,47669,6.343102,51.408082,499.71
WACKERNHEIM,11,55263,8.116405,49.978304,464.4
WACKEROW,10,17498,13.344511,54.104712,176.45
WACKERSBERG,22,83646,11.54638,47.736474,548.72
WACKERSDORF,35,92442,12.178206,49.312192,367.31
WADDEWEITZ,5,29496,10.959612,52.995923,173.04
WADERSLOH,115,59329,8.245997,51.73696,363.08
WADGASSEN,192,66787,6.805318,49.261607,588.11
WAFFENBRUNN,12,93494,12.665542,49.260801,366.5
WAGENFELD,94,49419,8.590374,52.546265,325.98
WAGENHOFF,4,38559,10.523958,52.551739,195.1
WAGHAEUSEL,188,68753,8.514287,49.250734,500.2
WAHLHEIM,1,55234,8.105047,49.717146,484.04
WAHLROD,4,57614,7.715647,50.650846,444.97
WAHLSBURG,10,37194,9.554699,51.623194,281.69
WAHRENHOLZ,38,29399,10.603296,52.615669,189.85
WAIDHOFEN,13,86579,11.336307,48.579092,462.41
WAIGOLSHAUSEN,12,97534,10.121655,49.962578,365.17
WAIN,12,88489,10.022001,48.188928,538.54
WALCHUM,5,26907,7.282138,52.930598,415.19
WALD,6,87616,10.557986,47.722897,571.25
WALD1,10,88639,9.172005,47.937975,592.25
WALD2,8,93192,12.348553,49.150708,382.34
WALDACHTAL,62,72178,8.575573,48.476598,565.01
WALDALGESHEIM,42,55425,7.835411,49.951626,481.9
WALDASCHAFF,27,63857,9.299923,49.9742,402.54
WALDBOECKELHEIM,12,55596,7.717114,49.816097,497.98
WALDBREITBACH,16,56588,7.417784,50.552304,468.67
WALDBRONN,108,76337,8.461134,48.931426,529.81
WALDBRUNN,56,69429,9.076699,49.463217,455.65
WALDBRUNN (WESTERWALD),53,65620,8.091974,50.507858,430.7
WALDBRUNN1,55,97295,9.800435,49.758046,397.28
WALDBUETTELBRUNN,56,97297,9.842148,49.787616,392.84
WALDBURG,21,88289,9.712904,47.757454,591.81
WALDDORFHAESLACH,53,72141,9.181635,48.586919,529.82
WALDEMS,44,65529,8.317029,50.250514,434.31
WALDENBURG,38,08396,12.602857,50.874527,191.35
WALDENBURG1,36,74638,9.642224,49.18656,455.52
WALDERBACH,6,93194,12.379309,49.18527,378.14
WALDESCH,16,56323,7.543863,50.279877,477.15
WALDFEUCHT,93,52525,5.988264,51.066007,535.4
WALDFISCHBACH BURGALBEN,51,67714,7.65343,49.283319,540.87
WALDHEIM,75,04736,13.017355,51.073265,163.25
WALDHUFEN,11,02906,14.810038,51.250784,171.12
WALDLAUBERSHEIM,6,55444,7.830567,49.928123,483.8
WALDMOHR,44,66914,7.332884,49.387069,550.08
WALDORF,2,53498,7.231692,50.486198,483.76
WALDRACH,8,54320,6.742469,49.749439,557.96
WALDSEE,51,67165,8.441403,49.394745,491.89
WALDSIEVERSDORF,1,15377,14.069325,52.542844,45.06
WALDSOLMS,64,35647,8.494485,50.43424,411.95
WALDSTETTEN,56,73550,9.819633,48.766084,488.42
WALDWEILER,2,54429,6.797231,49.61415,563.83
WALKERTSHOFEN,11,86877,10.590225,48.226006,518
WALLDORF,14,69190,8.642764,49.303151,489.65
WALLDORF1,11,98639,10.389334,50.612477,297.67
WALLENHORST,219,49134,8.015405,52.350532,366.17
WALLERFANGEN,66,66798,6.716472,49.329587,588.16
WALLERFING,12,94574,12.880439,48.684111,428.61
WALLERTHEIM,12,55578,8.05127,49.835395,478.22
WALLGAU,7,82499,11.282267,47.522154,576.63
WALLHALBEN,2,66917,7.524156,49.316276,545.15
WALLHAUSEN,6,06528,11.207467,51.460899,191.28
WALLHAUSEN1,11,55595,7.769102,49.889176,489.95
WALLHAUSEN2,11,74599,10.063061,49.211863,436.64
WALLMENROTH,15,57584,7.837401,50.796708,429.52
WALLMEROD,12,56414,7.951821,50.4852,440.39
WALLMODEN,7,38729,10.304459,52.020184,218.39
WALLSTAWE,5,29413,11.019325,52.796637,163.99
WALLUF,52,65396,8.160766,50.035456,457.91
WALPERTSKIRCHEN,10,85469,11.979422,48.257822,485.11
WALSCHLEBEN,11,99189,10.935546,51.064202,234.86
WALSDORF,1,54578,6.710949,50.277842,527.38
WALSDORF1,4,96194,10.780213,49.870901,347.06
WALSLEBEN,1,16818,12.668225,52.938938,68.13
WALTENHAUSEN,1,86480,10.363351,48.189497,528.14
WALTENHOFEN,81,87448,10.30443,47.670993,583.3
WALTERSHAUSEN,81,99880,10.555801,50.898046,266.84
WALTING,14,85137,11.300455,48.912008,428.11
WALZBACHTAL,81,75045,8.611602,49.010197,516.07
WANG,14,85368,11.935058,48.495301,459.93
WANGERLAND,88,26434,7.915526,53.662516,388.27
WANNA,15,21776,8.810678,53.741317,335.54
WANNWEIL,48,72827,9.151047,48.517041,537.59
WARBERG,4,38378,10.92011,52.182049,173.09
WARDENBURG,139,26203,8.19767,53.059731,355.58
WARDOW,7,18299,12.410105,53.928103,170.19
WAREN (MUERITZ),148,17192,12.686242,53.513209,120.58
WARIN,21,19417,11.704665,53.800469,182.19
WARMENSTEINACH,19,95485,11.778075,49.992474,303.31
WARMSEN,37,31606,8.848914,52.456444,308.86
WARNGAU,40,83627,11.721817,47.832063,535.44
WARNOW,2,18249,11.881668,53.784681,173.66
WARNOW1,2,23936,11.211446,53.887462,211.08
WARTENBERG,37,36367,9.445073,50.62744,345.52
WARTHAUSEN,61,88447,9.797727,48.128975,551.79
WARTMANNSROTH,9,97797,9.787031,50.166472,363.14
WARZA,2,99869,10.687706,50.996619,252.58
WASBUETTEL,9,38553,10.592713,52.413252,191.08
WASSENACH,14,56653,7.279915,50.435005,483.73
WASSERLIESCH,14,54332,6.538584,49.706652,572.64
WASSERLOSEN,30,97535,10.029698,50.095045,357.75
WASUNGEN,19,98634,10.368658,50.663562,294.57
WATHLINGEN,59,29339,10.157425,52.539115,219.92
WATTENDORF,2,96196,11.125609,50.032694,319.12
WATTENHEIM,11,67319,8.065582,49.522923,500.86
WAWERN,1,54441,6.550154,49.653906,575.42
WAWERN1,2,54612,6.487685,50.115214,550.38
WAXWEILER,5,54649,6.362252,50.093104,559.29
WECHINGEN,8,86759,10.614636,48.892784,449.06
WECHSELBURG,8,09306,12.774976,51.004312,174.22
WEDEMARK,226,30900,9.733449,52.545682,248.61
WEEZE,91,47652,6.198205,51.626753,502.8
WEFENSLEBEN,8,39365,11.160065,52.18522,157.12
WEGELEBEN,13,38828,11.17304,51.885175,167.86
WEHINGEN,28,78564,8.791749,48.145107,586.79
WEHR,12,56653,7.210953,50.42222,488.65
WEHR1,13,79664,7.904562,47.629747,670.98
WEHRETAL,55,37287,9.996927,51.151179,279.55
WEHRHEIM,83,61273,8.568053,50.302901,416.63
WEHRINGEN,20,86517,10.800312,48.245187,510.44
WEIBERN,15,56745,7.143941,50.406116,493.65
WEIBERSBRUNN,6,63879,9.365114,49.93084,402.86
WEICHERING,16,86706,11.319237,48.717063,448.19
WEICHS,28,85258,11.414041,48.380647,481.87
WEIDA,61,07570,12.061416,50.773341,215.44
WEIDEN I.D.OPF.,383,92637,12.160209,49.676076,328.31
WEIDENSTETTEN,17,89197,9.997084,48.552147,503.09
WEIDHAUSEN B.COBURG,25,96279,11.14054,50.204052,302.02
WEIGENDORF,8,91249,11.570203,49.499158,359.97
WEIGENHEIM,11,97215,10.261001,49.575806,394.67
WEIHENZELL,27,91629,10.627532,49.355549,402.48
WEIHERHAMMER,23,92729,12.05919,49.632366,334.93
WEIHMICHL,12,84107,12.043811,48.604018,446.4
WEIL,27,86947,10.925035,48.118728,520.61
WEIL IM SCHOENBUCH,102,71093,9.061727,48.622879,531.29
WEILAR,3,36457,10.15542,50.761567,297.8
WEILER BEI BINGEN,11,55413,7.866534,49.95677,479.8
WEILERBACH,56,67685,7.631074,49.481334,527.01
WEILERSBACH,7,91365,11.133658,49.74482,347.25
WEILERSWIST,157,53919,6.839629,50.755939,494.03
WEILHEIM,28,79809,8.24114,47.658072,654.57
WEILROD,74,61276,8.380402,50.342201,424.55
WEIMAR,70,99423,11.329741,50.980761,223.17
WEINBACH,60,35796,8.292563,50.438384,423.31
WEINBERGEN,24,99998,10.53003,51.199997,246.26
WEINBOEHLA,67,01689,13.571564,51.163186,151.47
WEINGARTEN (BADEN),78,76356,8.531712,49.050225,516.32
WEINOLSHEIM,5,55278,8.272267,49.816134,467.73
WEINSHEIM,6,54595,6.471015,50.229984,544.79
WEINSHEIM1,8,55595,7.766963,49.837474,493.7
WEISCHLITZ,67,08538,12.057782,50.447551,248.88
WEISEL,14,56348,7.800533,50.118471,472.55
WEISEN,12,19322,11.786137,53.021498,122.48
WEISENBACH,14,76599,8.354952,48.728726,552.28
WEISSACH,89,71287,8.927545,48.846812,516.44
WEISSDORF,11,95237,11.84847,50.185442,281.49
WEISSENBERG,27,02627,14.659365,51.19694,170.67
WEISSENBORN,5,07639,11.882869,50.923374,206.41
WEISSENBORN/ERZGEB.,13,09600,13.400964,50.871319,183.53
WEISSENBORN1,7,37299,10.113236,51.123424,274.68
WEISSENBRUNN,22,96369,11.346192,50.200405,295.19
WEISSENFELS,263,06667,11.970089,51.200769,176.9
WEISSENOHE,8,91367,11.253851,49.629594,355.16
WEISSENSBERG,11,88138,9.721621,47.579215,609.58
WEISSENSEE,12,99631,11.06815,51.195328,218.06
WEISSKEISSEL,10,02957,14.718297,51.494719,145.34
WEISSWASSER/O.L.,137,02943,14.643284,51.50662,141.15
WEISWEIL,15,79367,7.677646,48.197178,629.69
WEITEFELD,18,57586,7.927146,50.724689,427.94
WEITENHAGEN,9,17498,13.410717,54.054095,170.77
WEITENHAGEN1,11,18461,12.787663,54.212063,192.77
WEITERSBURG,11,56191,7.598656,50.414045,465.73
WEITRAMSDORF,49,96479,10.878582,50.256242,307.05
WELGESHEIM,2,55576,7.961555,49.881123,479.84
WELLE,11,21261,9.801616,53.240407,254.97
WELLEN,2,54441,6.435928,49.668719,581.1
WELLENDINGEN,19,78669,8.703656,48.147478,590.08
WELLING,5,56753,7.313444,50.328921,487.9
WELSCHBILLIG,7,54298,6.568474,49.853071,561.5
WELSCHNEUDORF,3,56412,7.797824,50.371558,456.47
WELVER,129,59514,7.957742,51.618557,385.91
WELZOW,18,03119,14.170222,51.584948,116.53
WENDEBURG,72,38176,10.385712,52.326393,206.08
WENDELSHEIM,14,55234,7.996509,49.767363,486.16
WENDEN,212,57482,7.873424,50.969338,418.37
WENDISCH EVERN,9,21403,10.471354,53.215563,211.78
WENDISCH RIETZ,13,15864,14.005932,52.216425,53.02
WENDORF,4,18442,13.07226,54.250386,193.89
WENG,17,84187,12.369576,48.658549,436.03
WENZENBACH,82,93173,12.197779,49.07697,392.56
WENZENDORF,12,21279,9.772342,53.350055,260.62
WERBACH,26,97956,9.638538,49.670749,412.12
WERBEN,13,03096,14.185683,51.812126,95.14
WERDA,7,08223,12.304045,50.438303,243.97
WERDAU,206,08412,12.378671,50.736044,210.87
WERDER,1,17089,13.357072,53.716324,133.21
WERDER (HAVEL),222,14542,12.934139,52.376456,35.72
WERDER1,2,19386,12.00816,53.500246,143.73
WERLTE,99,49757,7.678432,52.851059,388.08
WERMSDORF,63,04779,12.939444,51.283787,141.28
WERNERSBERG,10,76857,7.92763,49.190214,534.1
WERNIGERODE,260,38855,10.7843,51.834471,194.48
WERPELOH,8,49751,7.507496,52.875508,399.7
WERSHOFEN,5,53520,6.812933,50.444029,511.84
WERTHER,41,99735,10.690569,51.492514,218.34
WESELBERG,8,66919,7.607431,49.337931,539.09
WESENBERG,15,17255,12.970368,53.281414,89.64
WESENBERG1,22,23858,10.511206,53.826999,241.73
WESENDORF,42,29392,10.534582,52.592922,194.42
WESSLING,37,82234,11.248257,48.07449,518.03
WESSOBRUNN,8,82405,11.023972,47.874177,544.21
WESTE,4,29599,10.706469,53.059515,191.32
WESTENDORF,8,86707,10.836618,48.5734,475.34
WESTENDORF1,7,87679,10.713095,47.932307,545.4
WESTERAU,2,23847,10.489307,53.77882,239.82
WESTERGELLERSEN,13,21394,10.24207,53.235672,226.91
WESTERHEIM,19,72589,9.624072,48.515159,519.81
WESTERHEIM1,23,87784,10.304083,48.01194,548.07
WESTERHOLT,12,26556,7.457856,53.590175,415.22
WESTERKAPPELN,107,49492,7.877587,52.314798,375.88
WESTERNGRUND,8,63825,9.240606,50.125878,393.53
WESTERNOHE,4,56479,8.098794,50.587473,425.48
WESTERSTETTEN,13,89198,9.950835,48.521516,507.69
WESTHAUSEN,52,73463,10.186554,48.884017,463.91
WESTHAUSEN1,61,98663,10.659463,50.316787,310.57
WESTHAUSEN2,57,99869,10.688907,51.015026,251.12
WESTHEIM,9,91747,10.66252,49.003705,436.4
WESTHOFEN,22,67593,8.247863,49.703422,477.5
WESTOVERLEDINGEN,161,26810,7.454007,53.166927,406.42
WETHAU,10,06618,11.857316,51.137983,187.09
WETSCHEN,16,49453,8.448796,52.612875,335.45
WETTENBERG,113,35435,8.635015,50.621103,391.8
WETTERZEUBE,7,06722,12.013142,51.006688,193.83
WETTRINGEN,87,48493,7.319404,52.209339,414.99
WETTRINGEN1,69,91631,10.156711,49.258406,428.68
WETTSTETTEN,38,85139,11.414983,48.824094,434.68
WEYARN,19,83629,11.801372,47.857561,531.42
WEYERBUSCH,14,57635,7.550699,50.712833,451.72
WEYHAUSEN,10,38554,10.715933,52.463114,182.36
WEYHE,216,28844,8.838386,52.979793,311.87
WEYHER IN DER PFALZ,2,76835,8.084106,49.267871,519.98
WICKEDE (RUHR),106,58739,7.870363,51.49641,395.88
WIEDEMAR,30,04509,12.207248,51.465778,143.22
WIEDERGELTINGEN,10,86879,10.673361,48.039565,535.18
WIEFELSTEDE,137,26215,8.116738,53.255296,364.41
WIEHE,12,06571,11.41212,51.267375,195.4
WIEK,5,18556,13.290399,54.621252,234.03
WIELENBACH,21,82407,11.157836,47.874594,541.28
WIERNSHEIM,60,75446,8.852211,48.890993,515.75
WIESEN,8,63831,9.363698,50.112221,388.35
WIESENAU,11,15295,14.591206,52.230713,86.81
WIESENBACH,28,69257,8.803146,49.361319,477.13
WIESENBACH1,22,86519,10.313066,48.303642,517.96
WIESENBRONN,9,97355,10.305512,49.747215,376.95
WIESENBURG/MARK,44,14827,12.454639,52.114356,78.87
WIESENFELDEN,42,94344,12.538123,49.04197,391.94
WIESENGRUND,13,03149,14.536405,51.675179,121.78
WIESENT,11,93109,12.379494,49.007369,397.62
WIESENTHAU,5,91369,11.13501,49.711875,350.5
WIESETH,7,91632,10.482033,49.160911,426.58
WIESMOOR,102,26639,7.733282,53.413194,392.93
WIESTHAL,10,97859,9.430765,50.030589,391.54
WIETMARSCHEN,106,49835,7.132326,52.51958,424.75
WIETZE,86,29323,9.838315,52.65417,241.66
WIETZEN,8,31613,9.084499,52.713048,292.75
WIETZENDORF,31,29649,9.97608,52.917429,235.38
WILBURGSTETTEN,10,91634,10.390733000000001,49.026625,442.91
WILDECK,55,36208,10.032108,50.950096,290.83
WILDENBERG,7,93359,11.904707,48.731995,434.76
WILDENFELS,27,08134,12.608715,50.668616,213.32
WILDPOLDSRIED,10,87499,10.401867,47.766634,570.74
WILDSTEIG,6,82409,10.933943,47.7019,564.53
WILGARTSWIESEN,15,76848,7.87865,49.209601,535.03
WILHELMSBURG,1,17379,13.859025,53.64175,128.51
WILHELMSFELD,29,69259,8.753624,49.470322,470.4
WILHELMSHAVEN,518,26382,8.111156,53.520302,371.46
WILHELMSTHAL,40,96352,11.372148,50.310361,283.56
WILKAU HASSLAU,84,08112,12.515553,50.673643,214.54
WILLINGEN (UPLAND),64,34508,8.614084,51.29345,356.14
WILLINGSHAUSEN,68,34628,9.198085,50.851291,344.59
WILLMERING,13,93497,12.670121,49.245558,368.14
WILLROTH,1,56594,7.529873,50.568987,460.89
WILLSTAETT,118,77731,7.893251,48.541564,589.79
WILNSDORF,220,57234,8.103838,50.815392,412.13
WILSDRUFF,124,01723,13.537465,51.052092,163.66
WILSTEDT,11,27412,9.092787,53.194726,299.36
WILSUM,10,49849,6.855597,52.535789,443.4
WILTHEN,53,02681,14.395526,51.097684,172.38
WILTINGEN,7,54459,6.588791,49.65978,572.79
WIMMELBURG,6,06313,11.510712,51.519355,171.01
WIMSHEIM,26,71299,8.825364,48.851899,520.41
WINCHERINGEN,9,54457,6.426176,49.609496,585.55
WINDACH,30,86949,11.035183,48.06708,523.49
WINDBERG,6,94336,12.745645,48.941699,401.03
WINDECK,199,51570,7.607304,50.800858,443.57
WINDELSBACH,6,91635,10.299785,49.398478,409.97
WINDEN IM ELZTAL,15,79297,8.0387,48.153972,617.38
WINDEN1,1,76872,8.114207,49.098548,532.25
WINDESHEIM,6,55452,7.81568,49.906292,486.15
WINDHAGEN,45,53578,7.353992,50.643153,467.61
WINDISCHLEUBA,11,04603,12.468453,51.016437,179.38
WINGERODE,7,37327,10.237731,51.391694,250.94
WINGST,41,21789,9.092699,53.725276,317.72
WINHOERING,62,84543,12.651149,48.265589,476.6
WINKELHAID,37,90610,11.302228,49.387934,378.52
WINNINGEN,17,56333,7.517828,50.316438,476.44
WINNWEILER,49,67722,7.854076,49.567595,508.62
WINTERLINGEN,59,72474,9.117643,48.178723,570.99
WINTERRIEDEN,1,87785,10.224421,48.121675,539.16
WINTERSPELT,2,54616,6.214596,50.213184,561.5
WINTRICH,7,54487,6.953207,49.882472,537.02
WIPFELD,8,97537,10.178171,49.921203,366.4
WIPFRATAL,16,99310,11.016505,50.821871,250.82
WIPPERDORF,5,99752,10.640189,51.456077,223.47
WIPPINGEN,2,26892,7.406911,52.924918,406.79
WIRDUM,6,26529,7.206717,53.479095,428.6
WISCHHAFEN,26,21737,9.319527,53.774789,306.38
WISSMANNSDORF,1,54636,6.443817,49.987684,560.62
WISTEDT,13,21255,9.681416,53.270395,263.6
WITTELSHOFEN,8,91749,10.480414,49.059893,436.63
WITTENBECK,2,18209,11.788644,54.124463,208.44
WITTENBERGE,130,19322,11.751411,52.993574,123.24
WITTENBURG,45,19243,11.074364,53.511635,191.15
WITTENDOERP,15,19243,11.115671,53.534073,190.34
WITTENFOERDEN,19,19073,11.330149,53.626663,185.54
WITTENHAGEN,4,18510,13.069792,54.183605,186.52
WITTERDA,8,99189,10.890092,51.034941,239.41
WITTIBREUT,13,84384,12.98755,48.329607,467.41
WITTICHENAU,66,02997,14.243586,51.385325,138.8
WITTIGHAUSEN,8,97957,9.838518,49.612832,408.52
WITTLINGEN,9,79599,7.648466,47.65692,679.33
WITTMAR,6,38170,10.640957,52.131201,192.95
WITTNAU,14,79299,7.816038,47.946229,645.83
WITTORF,13,21357,10.380266,53.331506,222.15
WITTSTOCK/DOSSE,123,16909,12.485875,53.163299,94.59
WITZHAVE,9,22969,10.337873,53.567605,236.05
WITZLEBEN,1,99310,11.112346,50.824122,246.33
WOEBBELIN,3,19288,11.503027,53.399572,160.78
WOELFERSHEIM,89,61200,8.812984,50.398525,396.38
WOELFIS,11,99885,10.780366,50.80986,262.8
WOELLSTADT,73,61206,8.771583,50.282684,406.77
WOELLSTEIN,41,55597,7.958787,49.813506,484.85
WOELPINGHAUSEN,11,31556,9.237707,52.41911,282.78
WOERNITZ,7,91637,10.243327,49.254589,425.85
WOERRSTADT,76,55286,8.11667,49.838016,474.48
WOERT,6,73499,10.273842,49.030785,446.5
WOERTH,50,85457,11.901744,48.245384,487.64
WOERTH A.D.ISAR,10,84109,12.339065,48.623246,440.27
WOERTHSEE,44,82237,11.202636,48.071942,519.27
WOHNSTE,1,27419,9.523874,53.356376,276.48
WOHRATAL,15,35288,8.946874,50.933473,354.43
WOKUHL DABELOW,2,17237,13.20154,53.285911,86.35
WOLDEGK,23,17348,13.58319,53.459087,105.22
WOLDERT,1,57614,7.647602,50.602477,451.83
WOLFEGG,27,88364,9.793215,47.820361,582.93
WOLFERSDORF,15,85395,11.708788,48.478796,465.59
WOLFERSTADT,10,86709,10.780292,48.902579,443.08
WOLFERTSCHWENDEN,13,87787,10.262371,47.894552,561.34
WOLFHAGEN,110,34466,9.169659,51.326016,319.64
WOLFSBERG,17,98704,11.019193,50.70109,261.12
WOLFSBURG,837,38440,10.784975,52.421938,177.99
WOLFSBURG UNKERODA,1,99819,10.268288,50.935015,279.07
WOLFSCHLUGEN,61,72649,9.288023,48.653445,519.36
WOLFSEGG,8,93195,11.976646,49.107689,392.9
WOLFSHEIM,2,55578,8.041189,49.873147,476.04
WOLGAST,73,17438,13.774621,54.052886,172.4
WOLKEN,15,56332,7.472396,50.336645,477.92
WOLKENSTEIN,48,09429,13.067596,50.65634,208.77
WOLKRAMSHAUSEN,1,99735,10.735913,51.423032,220.01
WOLLBACH,8,97618,10.225025,50.365686,325.81
WOLLIN,5,14778,12.46892,52.281348,68.9
WOLMIRSLEBEN,8,39435,11.487188,51.947432,145.45
WOLMIRSTEDT,87,39326,11.62793,52.250483,124.41
WOLPERTSHAUSEN,4,74549,9.845223,49.167105,449.23
WOLPERTSWENDE,44,88284,9.613345,47.895287,581.19
WOLSDORF,6,38379,10.941747,52.190723,171.43
WOLSFELD,1,54636,6.467446,49.90632,564.17
WOLTERSDORF,74,15569,13.756782,52.450193,25.08
WOLTERSDORF1,85,21516,10.640176,53.576862,219.23
WOLTERSDORF2,73,29497,11.22332,52.953664,154.76
WONFURT,12,97539,10.466646,50.011902,346.12
WONNEBERG,8,83379,12.719085,47.914614,514.99
WONSHEIM,5,55599,7.963894,49.782176,486.84
WORINGEN,9,87789,10.200981,47.923644,560.11
WORMS,692,67547,8.361704,49.629828,477.22
WORPSWEDE,81,27726,8.925015,53.222854,310.96
WRESTEDT,65,29559,10.572386,52.901997,195.69
WRIEDEL,11,29565,10.299221,53.031918,216.75
WRIEZEN,80,16269,14.133867,52.721345,54.12
WUELKNITZ,9,01609,13.392856,51.369129,128.12
WUENSCHENDORF/ELSTER,18,07570,12.095107,50.794806,212.28
WUERZBURG,914,97070,9.93725,49.79393,388.12
WUESTENROT,59,71543,9.460742,49.080263,472.74
WULFSEN,11,21445,10.144412,53.300186,235.46
WULKENZIN,8,17039,13.168469,53.5456,115.26
WURMBERG,21,75449,8.819731,48.870876,518.97
WURMLINGEN,34,78573,8.779827,48.004959,600.52
WURMSHAM,14,84189,12.337279,48.343045,471.09
WURZBACH,32,07343,11.536895,50.463722,262.96
WURZEN,127,04808,12.735166,51.369968,136.02
WUSTERHAUSEN/DOSSE,62,16868,12.462,52.891156,75.84
WUSTERHUSEN,9,17509,13.616257,54.115003,178.11
WUSTERMARK,82,14641,12.942829,52.545674,31.42
WUSTERWITZ,22,14789,12.383866,52.369046,71.29
WUTACH,13,79879,8.444351,47.837555,629.56
WUTHA FARNRODA,76,99848,10.395766,50.956091,270.77
WUTOESCHINGEN,62,79793,8.366501,47.659937,649.41
ZABERFELD,35,74374,8.928773,49.055967,497.73
ZACHENBERG,11,94239,12.999221,48.967633,396.48
ZAISENHAUSEN,8,75059,8.812919,49.105526,498.59
ZANDT,11,93499,12.725263,49.156864,377.42
ZANGBERG,8,84539,12.424421,48.274482,477.69
ZARPEN,15,23619,10.518179,53.870262,244.22
ZARRENDORF,9,18510,13.097941,54.237099,192.23
ZARRENTIN AM SCHAALSEE,42,19246,10.915544,53.551721,202.36
ZEDLITZ,2,07557,12.030258,50.814264,212.27
ZEHDENICK,108,16792,13.332283,52.979224,51.35
ZEILARN,16,84367,12.84285,48.299099,471.55
ZEISKAM,11,67378,8.24837,49.23346,514.58
ZEITHAIN,54,01619,13.338067,51.333236,132.19
ZEITLARN,48,93197,12.106847,49.076216,394.07
ZEITZ,151,06712,12.134473,51.050371,185.52
ZELL,6,93199,12.412527,49.142724,382.37
ZELLA MEHLIS,82,98544,10.652806,50.660126,281.2
ZELLERTAL,4,67308,8.134593,49.642653,488.08
ZELTINGEN RACHTIG,12,54492,7.017527,49.95521,528.57
ZEMMER,25,54313,6.696642,49.892331,551.44
ZEMPIN,4,17459,13.953997,54.067387,176.08
ZENTING,11,94579,13.258997,48.792388,415.08
ZERBST/ANHALT,151,39261,12.085469,51.964039,109.18
ZERF,6,54314,6.688611,49.601118,570.94
ZERNIEN,8,29499,10.88551,53.067603,180.2
ZERNITZ LOHM,4,16845,12.3167,52.860796,82.65
ZESCHDORF,11,15326,14.44273,52.426849,71.13
ZETEL,88,26340,7.973923,53.418096,377.48
ZETTLITZ,3,09306,12.837831,51.073229,165.72
ZEULENRODA TRIEBES,124,07937,11.97953,50.649189,230.41
ZEUTHEN,85,15738,13.630155,52.353337,24.04
ZEVEN,108,27404,9.278731,53.295695,290.12
ZIEGELHEIM,1,04618,12.550526,50.9263,186.94
ZIEGENRUECK,1,07924,11.649081,50.614448,244.44
ZIELITZ,7,39326,11.673809,52.290169,120.32
ZIERENBERG,78,34289,9.300261,51.367615,309.45
ZIEROW,1,23968,11.377066,53.924567,206.66
ZIERTHEIM,16,89446,10.39664,48.654111,479.9
ZIESAR,10,14793,12.289639,52.266957,80.83
ZIESENDORF,11,18059,12.038635,53.993843,187.6
ZILTENDORF,13,15295,14.624213,52.206311,89.94
ZIMMERN OB ROTTWEIL,68,78658,8.590787,48.167498,592.78
ZITTAU,191,02763,14.806367,50.896384,204.96
ZOELKOW,2,19374,11.822657,53.562753,157.12
ZOELLNITZ,1,07751,11.642431,50.86914,220.36
ZOERBIG,64,06780,12.122711,51.62858,132.45
ZOESCHINGEN,4,89447,10.324288,48.673287,480.26
ZOLLING,44,85406,11.771294,48.451521,467.42
ZORNEDING,74,85604,11.827182,48.086924,506.05
ZORNHEIM,30,55270,8.22397,49.88967,464.9
ZOSSEN,160,15806,13.449172,52.21624,33.95
ZOTZENHEIM,1,55576,7.968293,49.873661,480
ZSCHAITZ OTTEWIG,9,04720,13.161478,51.167435,151.5
ZSCHEPPLIN,20,04838,12.603693,51.501903,125.93
ZSCHOPAU,101,09405,13.072274,50.747744,198.62
ZSCHORLAU,57,08321,12.651278,50.569581,223.3
ZUESSOW,9,17495,13.546049,53.981577,162.97
ZUROW,14,23992,11.615151,53.863953,191.38
ZUSAMALTHEIM,8,86637,10.635449,48.530034,485.39
ZUZENHAUSEN,10,74939,8.824093,49.295599,481.71
ZWEIFLINGEN,7,74639,9.518026,49.25588,454.32
ZWENKAU,77,04442,12.327259,51.217549,162.81
ZWICKAU,702,08056,12.492251,50.719114,210.16
ZWIEFALTEN,18,88529,9.462051,48.233888,552.98
